series,season,episode,episode_code,bool_response,explanation
GA,2,3,GAS02E03,Yes,"The topic of abortion or pregnancy termination is both explicitly and implicitly referenced. Cristina is revealed to be pregnant, and there are multiple references to her making an appointment at a clinic and needing to designate an emergency contact, which strongly implies she was seeking a pregnancy termination. Later, she collapses due to a ruptured ectopic (extrauterine) pregnancy, and it is discussed that she lost the pregnancy and her fallopian tube. The storyline includes discussions about telling the father, keeping the pregnancy secret, and Cristina's feelings about the pregnancy, all of which are consistent with storylines involving unwanted pregnancy and considering termination."
GA,2,4,GAS02E04,Yes,"The episode explicitly discusses Cristina losing a baby and a fallopian tube due to an extrauterine (ectopic) pregnancy. There are multiple references to her 'losing a baby,' having an 'extrauterine pregnancy,' and undergoing a 'unilateral salpingectomy' (removal of a fallopian tube), all of which are directly related to pregnancy loss and the termination of a non-viable pregnancy. These references, along with the emotional aftermath and discussions about her coping, make the topic of pregnancy termination clearly present."
GA,2,5,GAS02E05,Yes,"There are explicit references to pregnancy and an 'extrauterine pregnancy' (ectopic pregnancy), with a character 'bleeding out.' This situation often involves emergency surgery that may result in the termination of the pregnancy to save the patient's life. Additionally, there are discussions about relationships affected by pregnancy, such as 'Had I known you were pregnant...' and 'You broke off with me.' These references suggest that the topic of pregnancy termination is present, at least implicitly, in the episode."
GA,2,6,GAS02E06,No,
GA,2,7,GAS02E07,No,
GA,2,8,GAS02E08,No,
GA,2,9,GAS02E09,No,
GA,2,10,GAS02E10,Yes,"There is an explicit reference to 'reducing the fetuses' in the context of a high-risk multiple pregnancy. One character says, 'If you had reduced the fetuses even by two, the others could've been carried longer, been more developed and healthier.' This refers to selective reduction, a procedure used to terminate one or more fetuses in a multifetal pregnancy to improve the chances for the remaining fetuses and the mother. This is a form of pregnancy termination/abortion, making the topic present both explicitly and implicitly."
GA,2,11,GAS02E11,Yes,"The topic of abortion or pregnancy termination is implied in the conversation between Dorie Russell (the mother of the quintuplets) and Dr. Grey. Dorie says, 'If I'd listened to the doctors I could have had three healthy girls instead of four who might not live until tomorrow. It was my decision. Tom agreed with the doctors. So, really, Dr. Grey... who else should I blame?' This strongly suggests that Dorie was advised by doctors to selectively reduce the number of fetuses (a procedure sometimes recommended in high-risk multiple pregnancies to improve the chances of survival for the remaining fetuses and the mother), but she chose not to. Selective reduction is a form of pregnancy termination. Therefore, the topic is implied."
GA,2,12,GAS02E12,No,
GA,2,13,GAS02E13,Yes,"The topic of abortion or pregnancy termination is implied in the conversation between Cristina and Burke. Cristina says, 'I wasn't gonna have it. The baby. And you don't get to be mad about that. We barely knew each other. I was an intern. There was no way...' This suggests that she considered or had a pregnancy termination."
GA,2,14,GAS02E14,No,
GA,2,15,GAS02E15,Yes,"The episode contains an implicit reference to pregnancy termination/adoption. There is a storyline involving a young woman, Cheyenne, who is pregnant and discussing her options with a doctor who reveals she gave up a child for adoption as a teenager. The conversation centers on the challenges of young motherhood, the possibility of giving up a baby, and the emotional aspects of that decision. While abortion is not explicitly mentioned, the discussion of 'making plans,' 'giving her baby away,' and 'wanting better for her than I could do at 16' strongly implies consideration of options for an unwanted or unplanned pregnancy, which commonly includes abortion or adoption. Given the instructions to include implicit references and answer Yes if in doubt, the answer is Yes."
GA,2,16,GAS02E16,No,
GA,2,17,GAS02E17,No,
GA,2,18,GAS02E18,No,
GA,2,19,GAS02E19,No,
GA,2,20,GAS02E20,No,
GA,2,21,GAS02E21,No,
GA,2,22,GAS02E22,No,
GA,2,23,GAS02E23,Yes,"The episode contains an explicit storyline about a woman, Rose, who is pregnant with her seventh child and requests a tubal ligation (having her tubes tied) during her C-section without her husband's knowledge, due to her inability to have more children and her husband's religious opposition to birth control. The discussion of her desperation to avoid further pregnancies, her inability to use other forms of birth control, and the secrecy required all strongly imply the topic of pregnancy termination and unwanted pregnancy. While abortion is not explicitly mentioned, the storyline revolves around a woman's struggle to control her reproductive choices in the face of unwanted future pregnancies, which is an implicit reference to the broader topic of pregnancy termination."
GA,2,24,GAS02E24,No,
GA,2,25,GAS02E25,Yes,"The episode contains an explicit storyline about a young woman, Kendra, who is pregnant and declared brain dead after a gunshot wound. Her parents discuss keeping her body alive to allow the fetus to develop, and doctors debate the ethics and medical feasibility of this. The situation involves end-of-life decisions for a pregnant woman, and the question of whether to terminate life support (which would result in the end of the pregnancy) is central to the plot. This is an implicit reference to pregnancy termination and the complex issues surrounding it."
GA,2,26,GAS02E26,No,
GA,2,27,GAS02E27,No,
GA,3,1,GAS03E01,Yes,"The episode contains an explicit storyline about a premature newborn found in a trash can at a high school, with the umbilical cord still attached. The plot revolves around identifying the mother among a group of teenage girls, with references to hiding a pregnancy, giving birth in secret, and abandoning the baby. There is also discussion of 'safe haven laws' as an alternative, which are laws allowing mothers to legally and safely relinquish newborns at designated locations instead of abandoning them. The themes of unwanted pregnancy, teenage pregnancy, and desperate measures to avoid detection strongly imply the topic of pregnancy termination or at least the consideration of options to avoid or conceal a pregnancy. While abortion is not mentioned explicitly, the context and subtext clearly engage with issues surrounding unwanted pregnancy and the lengths to which someone might go to avoid its consequences."
GA,3,2,GAS03E02,No,
GA,3,3,GAS03E03,No,
GA,3,4,GAS03E04,No,
GA,3,5,GAS03E05,No,
GA,3,6,GAS03E06,No,
GA,3,7,GAS03E07,No,
GA,3,8,GAS03E08,No,
GA,3,9,GAS03E09,No,
GA,3,10,GAS03E10,No,
GA,3,11,GAS03E11,No,
GA,3,12,GAS03E12,Yes,"The topic of abortion is explicitly mentioned when Addison says, 'I aborted Mark's baby.' The conversation that follows discusses her feelings about the pregnancy, her relationship with Mark, and her reasons for not having the baby. This is a clear and direct reference to pregnancy termination."
GA,3,13,GAS03E13,No,
GA,3,14,GAS03E14,Yes,"There is an implicit reference to the possibility of an unwanted pregnancy and the associated anxiety about being pregnant in the exchange with Kelley, the teenage girl who asks if she could be pregnant after having sex and expresses distress over the possibility. While abortion or pregnancy termination is not explicitly mentioned, the context of a young woman worried about being pregnant and the potential consequences (""it would really suck if I was pregnant"") implies consideration of options, which can include abortion. Given the instructions to answer Yes if there is any doubt, the answer is Yes."
GA,3,15,GAS03E15,No,
GA,3,16,GAS03E16,No,
GA,3,17,GAS03E17,No,
GA,3,18,GAS03E18,No,
GA,3,19,GAS03E19,Yes,"The topic of pregnancy is explicitly mentioned in the context of Jane Doe's surgery, where the doctors discuss monitoring her baby during the procedure. There is also a scene where Callie's father asks if she is pregnant, and whether George got her pregnant. While abortion or pregnancy termination is not directly mentioned, the presence of a pregnant patient undergoing surgery and the discussion of pregnancy status could imply consideration of pregnancy outcomes or complications, which may include termination in a medical context. Since the instructions say to answer Yes if there is any doubt, the answer is Yes."
GA,3,20,GAS03E20,Yes,"The episode contains several references that imply the topic of abortion or pregnancy termination. Specifically, Izzie reveals that she gave birth at 16 and gave the baby up for adoption, saying, 'My mother wanted me to keep her. But I knew even at 16... I knew that baby deserved better than life... at a chehalis trailer park.' The mention of her mother wanting her to keep the baby, combined with her young age and the decision to give the baby up, strongly suggests that the topic of unwanted pregnancy and the consideration of options—including the possibility of abortion or pregnancy termination—were present. The narrative centers on the consequences and choices around an unplanned teenage pregnancy, which is an implicit reference to the topic."
